NAME,STATEFP,STATE_ABBR,SCOPE,CATEGORY,OWNER_CLASS,ITEM_TYPE,DATASET_NAME,SOURCE_ACCREDITATION,URL,DATA_AGE,DESCRIPTION,APPLICABLE_SYSTEM_TYPES,MIN_SYSTEM_SIZE_MW,MAX_SYSTEM_SIZE_MW,COST,STATUS,EFFECTIVE_DATE,EXPIRY_DATE,TIMEFRAME_DAYS
,37,NC,state,incentive,,,EnergyUnited Commercial Lighting Program,,https://www.energyunited.com/save/business-rebates,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,South River EMC - Solar Water Heating Rebate Program,,https://www.sremc.com/rebates-and-incentives,,"Program-level record for a solar incentive available in North Carolina, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,Clean Fuel Advanced Technology (CFAT) Project,,https://www.deq.nc.gov/about/divisions/air-quality/motor-vehicles-and-air-quality/clean-fuel-advanced-technology-program,,"Program-level record for a solar incentive available in North Carolina, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,37,NC,state,incentive,,,State incentives overview - NC,,https://programs.dsireusa.org/system/program/NC,,"Program-level record for a solar incentive available in North Carolina. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,expired,,,
,37,NC,state,regulation,,,North Carolina Community Solar Rules,,https://www.cleanenergyauthority.com/solar-rebates-and-incentives/north-carolina/north-carolina-community-solar-rules,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Community Solar Rules. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,error,,,
,37,NC,state,regulation,,,Blue Ridge EMC - Net Metering,,https://www.ncuc.gov/,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,active,,,
,37,NC,state,regulation,,,City of Asheville - Efficiency Standards for City Buildings,,https://www.solarqcgroup.com/solar-incentives/NC/2856/city-of-asheville-efficiency-standards-for-city-buildings,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,650000.0,amended,4/24/2007,,
,37,NC,state,regulation,,,Net Metering,,https://www.ncuc.gov/,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,active,,,
,37,NC,state,regulation,,,North Carolina Solar Rights,,https://www.cleanenergyauthority.com/solar-rebates-and-incentives/north-carolina/north-carolina-solar-rights,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,error,,,
,37,NC,state,regulation,,,Template Solar Energy Development Ordinance,,https://nccleantech.ncsu.edu/resource_library/template-solar-energy-development-ordinance-for-north-carolina-2/,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,active,,,
,37,NC,state,regulation,,,City of Charlotte - Green Building Policy for Municipal Buildings,,https://www.charlottenc.gov/files/sharedassets/city/v/1/city-government/departments/documents/revised_sustainable_facilities_policy_2021.pdf,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,error,,,
,37,NC,state,regulation,,,Conservation of Energy and Water Use in State Buildings,,https://www.solarqcgroup.com/solar-incentives/NC/2704/conservation-of-energy-and-water-use-in-state-buildings,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,8/31/2007,,
,37,NC,state,regulation,,,Town of Chapel Hill - Energy Conservation Requirements for Town Buildings,,https://www.solarqcgroup.com/solar-incentives/NC/391/town-of-chapel-hill-energy-conservation-requirements-for-town-buildings,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,37,NC,state,regulation,,,Offshore Wind Energy Goal,,https://www.deq.nc.gov/energy-climate/offshore-wind-development,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Offshore Wind Energy Target. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,140.0,pending,,,
,37,NC,state,regulation,,,Building Energy Code,,https://www.solarqcgroup.com/solar-incentives/NC/1815/building-energy-code,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Building Energy Code. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,37,NC,state,regulation,,,Town of Kill Devil Hills - Wind Energy Systems Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/2860/town-of-kill-devil-hills-wind-energy-systems-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,10/24/2007,,120
,37,NC,state,regulation,,,Wind Energy Permitting Standards,,https://www.solarqcgroup.com/solar-incentives/NC/5421/wind-energy-permitting-standards,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,37,NC,state,regulation,,,Model Wind Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/3051/model-wind-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
Ashe,37,NC,county,regulation,,,Ashe County - Wind Energy System Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/2778/ashe-county-wind-energy-system-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,7/16/2007,,
Carteret,37,NC,county,regulation,,,Carteret County - Wind Energy System Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/3895/carteret-county-wind-energy-system-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
Hyde,37,NC,county,regulation,,,Hyde County - Wind Energy Facility Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/3371/hyde-county-wind-energy-facility-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,11/3/2008,,
Madison,37,NC,county,regulation,,,Madison County - Wind Energy Systems Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/4332/madison-county-wind-energy-systems-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
Pitt,37,NC,county,regulation,,,Pitt County - Wind Energy Systems Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/4076/pitt-county-wind-energy-systems-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,3/15/2010,,
Tyrrell,37,NC,county,regulation,,,Tyrrell County - Wind Energy Facility Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/3368/tyrrell-county-wind-energy-facility-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,4/21/2009,,
Watauga,37,NC,county,regulation,,,Watauga County - Wind Energy System Ordinance,,https://www.solarqcgroup.com/solar-incentives/NC/2781/watauga-county-wind-energy-system-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in North Carolina, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,8/7/2006,,
,38,ND,state,regulation,,,North Dakota Public Service Commission — solar / distributed generation regulatory portal,,https://www.psc.nd.gov/,,"Official state Public Service Commission or Public Utility Commission portal providing regulatory decisions, distributed generation policy, interconnection standards, and related solar market oversight. This grouped source class supports scalable state-by-state tracking without creating a different source architecture for every regulator. This row covers North Dakota.",,,,,active,,,
,39,OH,state,regulation,,,Public Utilities Commission of Ohio — solar / distributed generation regulatory portal,,https://puco.ohio.gov/,,"Official state Public Service Commission or Public Utility Commission portal providing regulatory decisions, distributed generation policy, interconnection standards, and related solar market oversight. This grouped source class supports scalable state-by-state tracking without creating a different source architecture for every regulator. This row covers Ohio.",,,,150.0,active,,,
,40,OK,state,incentive,,,State incentives overview - OK,,https://programs.dsireusa.org/system/program/OK,,"Program-level record for a solar incentive available in Oklahoma. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,40,OK,state,regulation,,,Net Metering,,https://oklahoma.gov/occ.html,,"Jurisdiction-level solar policy or regulatory requirement in Oklahoma, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
,40,OK,state,regulation,,,Energy Standards for State Buildings,,https://www.solarqcgroup.com/solar-incentives/OK/3028/energy-standards-for-state-buildings,,"Jurisdiction-level solar policy or regulatory requirement in Oklahoma, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,06/03/2008,,
,40,OK,state,regulation,,,Renewable Energy Goal,,https://www.solarqcgroup.com/solar-incentives/OK/4178/renewable-energy-goal,,"Jurisdiction-level solar policy or regulatory requirement in Oklahoma, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,5/27/2010,,
,41,OR,state,incentive,,,Custom Renewable Energy Projects,,https://www.energytrust.org/business/incentives/custom-projects/,,"Program-level record for a solar incentive available in Oregon, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,Solar Within Reach,,https://www.energytrust.org/solar/solar-within-reach/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,2.0,active,,,
,41,OR,state,incentive,,,Local Option - Rural Renewable Energy Development Zones,,https://programs.dsireusa.org/system/program/OR,,"Program-level record for a solar incentive available in Oregon, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,amended,,,
,41,OR,state,incentive,,,Solar Planning Program,,https://www.oregon.gov/energy/Incentives/Pages/Solar-Storage-Rebate-Program.aspx,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,41,OR,state,incentive,,,Pacific Power - Blue Sky Community Project Funds,,https://www.pacificpower.net/about/community/blue-sky-renewable-energy-program.html,,"Program-level record for a solar incentive available in Oregon, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,PGE Renewable Development Fund,,https://portlandgeneral.com/about/community-impact/renewable-development-fund,,"Program-level record for a solar incentive available in Oregon, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,Small-Scale Energy Loan Program,,https://www.oregon.gov/energy/Incentives/Pages/Small-Scale-Energy-Loan-Program.aspx,,"Program-level record for a solar incentive available in Oregon, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,pending,,,
,41,OR,state,incentive,,,Renewable Energy Systems Exemption,,https://programs.dsireusa.org/system/program/OR,,"Program-level record for a solar incentive available in Oregon, categorized as Property Tax Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,amended,,,
,41,OR,state,incentive,,,Forest Grove Light & Power - Residential Solar Rebate Program,,https://www.forestgrove-or.gov/lightpower/page/residential-solar-rebate-program,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,Salem Electric - Photovoltaic Rebate Program,,https://salemelectric.com/energy-solutions/solar-rebates/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,EWEB - Solar Electric Program (Rebate),,https://www.eweb.org/residential-customers/rebates-loans-and-conservation/solar-electric-program,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,Central Lincoln People's Utility District - Renewable Energy Incentive Program,,https://www.clpud.org/residential/rebates/renewable-energy-incentive/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,Ashland Electric Utility - Photovoltaic Rebate Program,,https://www.ashland.or.us/Page.asp?NavID=15336,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,pending,,,
,41,OR,state,incentive,,,Solar + Storage Rebate Program,,https://www.oregon.gov/energy/Incentives/Pages/Solar-Storage-Rebate-Program.aspx,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,41,OR,state,incentive,,,Making Solar Equitable Program,,https://www.energytrust.org/solar/making-solar-equitable/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,Solar Electric Incentive Program,,https://www.energytrust.org/solar/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,41,OR,state,incentive,,,New Homes Incentive Program,,https://www.energytrust.org/newhomes/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,41,OR,state,incentive,,,Home Energy Solutions for Existing Homes,,https://www.energytrust.org/residential/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,41,OR,state,incentive,,,New Buildings Program,,https://www.energytrust.org/commercial/new-buildings/,,"Program-level record for a solar incentive available in Oregon, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,41,OR,state,incentive,,,State incentives overview - OR,,https://programs.dsireusa.org/system/program/OR,,"Program-level record for a solar incentive available in Oregon. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,amended,,,
,41,OR,state,regulation,,,Portland - Solar Access Developer Guidelines,,https://www.portland.gov/ppd/solar-development,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,41,OR,state,regulation,,,Oregon Solar and Wind Easements/Rights Laws & Local Option Solar Rights Law,,https://www.solarqcgroup.com/solar-incentives/OR/4/solar-and-wind-easements-rights-laws-local-option-solar-rights-law,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,41,OR,state,regulation,,,Solar Permitting Law,,https://www.solarqcgroup.com/solar-incentives/OR/4892/solar-permitting-law,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,6/21/2011,,
,41,OR,state,regulation,,,Renewable Energy Contractor Licensing,,https://www.solarqcgroup.com/solar-incentives/OR/367/renewable-energy-contractor-licensing,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Contractor Licensing. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,41,OR,state,regulation,,,Renewable Portfolio Standard,,https://www.solarqcgroup.com/solar-incentives/OR/2594/renewable-portfolio-standard,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Renewables Portfolio Standard. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,110.0,expired,6/6/2007,,
,41,OR,state,regulation,,,City of Portland - Green Building Policy and LEED Certification,,https://www.solarqcgroup.com/solar-incentives/OR/254/city-of-portland-green-building-policy-and-leed-certification,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,300000.0,expired,4/29/2005,,
,41,OR,state,regulation,,,Interconnection Standards,,https://www.solarqcgroup.com/solar-incentives/OR/802/interconnection-standards,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Interconnection. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,50.0,expired,7/24/2007,,
,41,OR,state,regulation,,,Green Energy Technology in Public Buildings,,https://www.solarqcgroup.com/solar-incentives/OR/2633/green-energy-technology-in-public-buildings,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Energy Standards for Public Buildings. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,1000000.0,expired,06/13/2007,,
,41,OR,state,regulation,,,City of Eugene - Solar Standards,,https://www.solarqcgroup.com/solar-incentives/OR/295/city-of-eugene-solar-standards,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,41,OR,state,regulation,,,City of Ashland - Solar Rights Ordinance,,https://www.solarqcgroup.com/solar-incentives/OR/291/city-of-ashland-solar-rights-ordinance,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Access Policy. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
,41,OR,state,regulation,,,City of Portland - Streamlined Building Permits for Residential Solar Systems,,https://www.solarqcgroup.com/solar-incentives/OR/4432/city-of-portland-streamlined-building-permits-for-residential-solar-systems,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,
,41,OR,state,regulation,,,Model Ordinance for Renewable Energy Projects,,https://www.solarqcgroup.com/solar-incentives/OR/3234/model-ordinance-for-renewable-energy-projects,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Solar/Wind Permitting Standards. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,expired,,,
,41,OR,state,regulation,,,Building Energy Code,,https://www.solarqcgroup.com/solar-incentives/OR/1862/building-energy-code,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Building Energy Code. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,"July 1, 2008",,
,41,OR,state,regulation,,,Ashland Electric - Net Metering,,https://www.oregon.gov/puc/,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,active,,,
,41,OR,state,regulation,,,Oregon Community Solar Program,,https://www.oregon.gov/puc/utilities/Pages/Renewable-Resources.aspx,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Community Solar Rules. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,,,360
,41,OR,state,regulation,,,EWEB - Net Metering,,https://www.oregon.gov/puc/,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,active,,,
,41,OR,state,regulation,,,Net Metering,,https://www.oregon.gov/puc/,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Net Metering. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,active,,,
,41,OR,state,regulation,,,Mandatory Utility Green Power Option,,https://www.solarqcgroup.com/solar-incentives/OR/2763/mandatory-utility-green-power-option,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Mandatory Utility Green Power Option. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,amended,6/6/2007,,
,41,OR,state,regulation,,,Energy Trust of Oregon,,https://www.solarqcgroup.com/solar-incentives/OR/246/energy-trust-of-oregon,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Public Benefits Fund. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,15.0,expired,07/23/1999,,
,41,OR,state,regulation,,,Large Electric Consumer Public Purpose Program (LECPPP),,https://www.solarqcgroup.com/solar-incentives/OR/5837/self-direction-of-public-purpose-charges-lecppp,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Public Benefits Fund. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
,41,OR,state,regulation,,,SB 1149 Schools Program,,https://www.solarqcgroup.com/solar-incentives/OR/5803/sb-1149-schools-program,,"Jurisdiction-level solar policy or regulatory requirement in Oregon, categorized as Public Benefits Fund. Summarizes applicability, key requirements (for example, interconnection, net metering, or permitting standards), and links to supporting documentation.",,,,,pending,,,
,42,PA,state,incentive,,,High Performance Buildings Incentive Program,,https://programs.dsireusa.org/system/program/PA,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,42,PA,state,incentive,,,PPL Electric Utilities - Business Incentive Program,,https://www.pplelectric.com/site/Ways-to-Save/Business-Rebates-and-Incentives,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,Solar Alternative Energy Credits,,https://www.puc.pa.gov/,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Solar Renewable Energy Credit Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,163.0,expired,,,
,42,PA,state,incentive,,,Solar Energy Loan Program,,https://programs.dsireusa.org/system/program/PA,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,42,PA,state,incentive,,,Solar Energy Incentives Program,,https://programs.dsireusa.org/system/program/PA,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Industry Recruitment/Support. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,42,PA,state,incentive,,,Sustainable Energy Fund (SEF) Loan Program (PPL Territory),,https://thesef.org/financing-options/,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,City of Philadelphia - Streamlined Solar Permitting and Fee Reduction,,https://www.phila.gov/services/permits-violations-licenses/get-a-permit/building-and-repair-permits/get-a-permit-for-solar-panels/,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Green Building Incentive. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,City of Philadelphia - Solar Rebate Program,,https://www.phila.gov/programs/solar-rebate-program/,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Rebate Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,0.2,pending,,,42
,42,PA,state,incentive,,,West Penn Power SEF Commercial Loan Program,,https://thesef.org/financing-options/,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,High Performance Building Incentives Program,,https://programs.dsireusa.org/system/program/PA,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
,42,PA,state,incentive,,,Met-Ed / Penelec Sustainable Energy Fund,,https://www.meted.com/saveenergyandmoney/forbusiness/Pages/Sustainable-Energy-Fund.aspx,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,Metropolitan Edison Company SEF Loans (FirstEnergy Territory),,https://www.meted.com/saveenergyandmoney/forbusiness/Pages/Sustainable-Energy-Fund.aspx,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,Penelec SEF of the Community Foundation for the Alleghenies Grant Program (FirstEnergy Territory),,https://cfalleghenies.org/grants/sustainable-energy-fund/,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Grant Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,Sustainable Development Fund Financing Program (PECO Territory),,https://www.trfund.com/sdf/,,"Program-level record for a solar incentive available in Pennsylvania, categorized as Loan Program. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,error,,,
,42,PA,state,incentive,,,State incentives overview - PA,,https://programs.dsireusa.org/system/program/PA,,"Program-level record for a solar incentive available in Pennsylvania. Typically includes the program name, administrator, eligibility rules, incentive structure or value, application steps, and deadlines.",,,,,active,,,
